"Location","Sex","AgeGrp","AgeGrpStart","qx","monthly_pr_die","perc_death_suicide_base","perc_death_suicide_upper","perc_death_suicide_lower","Pr_death_suicide_base","Pr_death_not_suicide_base"
"Kenya","Female","40-44",40,0.02626407,0.000443487150414534,0.00623884924685811,0.00794074034705296,0.00471781324289152,2.76684947435497e-06,0.000440720300940179
"Kenya","Female","45-49",45,0.03176651,0.000537888821145804,0.00652937832475686,0.00829092557638584,0.00490358125900214,3.51207960991843e-06,0.000534376741535886
"Kenya","Female","50-54",50,0.04146526,0.00070557551481043,0.00783712963097659,0.00984342668157155,0.00595975755385487,5.52968677401239e-06,0.000700045828036418
"Kenya","Female","55-59",55,0.0528696,0.000904898620117889,0.00760582118420418,0.00935106337652554,0.0058480262845362,6.88249709444977e-06,0.000898016123023439
"Kenya","Female","60-64",60,0.07559949,0.00130930625753356,0.00714378362556783,0.00865199159961204,0.00550845544532392,9.35340060342174e-06,0.00129995285693014
"Kenya","Female","65-69",65,0.11684372,0.00206874230512499,0.00644323680937145,0.00773919221752752,0.00511397332203741,1.33293965694853e-05,0.00205541290855551
"Kenya","Female","70-74",70,0.18488817,0.00340136820363579,0.00517907834685317,0.00617010876294633,0.00422273780852462,1.7615952413125e-05,0.00338375225122267
"Kenya","Female","75-79",75,0.29052003,0.00570405332467094,0.00408019539703521,0.00482780794169556,0.00336792026043449,2.32736521197658e-05,0.00568077967255118
"Kenya","Female","80-84",80,0.45753904,0.0101422034193144,0.00290554506525848,0.00345762789992632,0.00233609915454258,2.94686290958366e-05,0.0101127347902185
"Kenya","Female","85-89",85,0.66682274,0.0181512553134615,0.00220053802521098,0.00261602579944503,0.0017678712952088,3.9942527522585e-05,0.0181113127859389
"Kenya","Male","10-14",10,0.00410354,6.85306954081311e-05,0.0212086040065059,0.0322852775699942,0.0130652725078762,1.45344038120153e-06,6.70772550269295e-05
"Kenya","Male","15-19",15,0.00744721,0.000124576888294814,0.0286434306907217,0.0398454239054443,0.0204188513404967,3.56830946553829e-06,0.000121008578829276
"Kenya","Male","20-24",20,0.01149872,0.000192737115166208,0.0419798780972161,0.057236482974435,0.0339744808593525,8.09108059948652e-06,0.000184646034566722
"Kenya","Male","25-29",25,0.01493294,0.000250727877664003,0.041809469000565,0.0595023230132326,0.0309960395780194,1.04827994287706e-05,0.000240245078235233
"Kenya","Male","30-34",30,0.01984898,0.000334087799391702,0.0301196904898116,0.0444019148701256,0.0215094107986492,1.00626211141004e-05,0.000324025178277602
"Kenya","Male","35-39",35,0.02722374,0.000459913738086959,0.0233161954944575,0.034979876491482,0.0164927644344163,1.07234386278223e-05,0.000449190299459137
"Kenya","Male","40-44",40,0.03458768,0.000586494516274239,0.0197384259265508,0.028926839095141,0.0143792498625398,1.15764785658073e-05,0.000574918037708431
"Kenya","Male","45-49",45,0.04479978,0.000763613399206942,0.0190824375881339,0.0276143331975799,0.0138719323610442,1.45716050318292e-05,0.000749041794175112
"Kenya","Male","50-54",50,0.06186209,0.00106373908132096,0.0185618835655287,0.026525863541325,0.0136461033944992,1.97450009715821e-05,0.00104399408034938
"Kenya","Male","55-59",55,0.08152754,0.00141638528561994,0.0172432830062491,0.0234765417651384,0.0123767225601078,2.44231323258315e-05,0.00139196215329411
"Kenya","Male","60-64",60,0.11747954,0.0020807207316258,0.0154808332613707,0.02076919178479,0.0112006395122497,3.22112907097761e-05,0.00204850944091602
"Kenya","Male","65-69",65,0.17201334,0.00314102721706511,0.0146095074426712,0.0195296177313681,0.0103963518565109,4.58888605053455e-05,0.00309513835655976
"Kenya","Male","70-74",70,0.25281461,0.00484558783085065,0.0134009337706474,0.0173432734227425,0.00948903431723389,6.49354016010844e-05,0.00478065242924957
"Kenya","Male","75-79",75,0.37135123,0.00770652747350098,0.0120242335695567,0.0152620474731954,0.00850511899380874,9.26650863515816e-05,0.0076138623871494
"Kenya","Male","80-84",80,0.53377064,0.0126374281301703,0.0105776252918213,0.0133716633662436,0.00769530320708722,0.000133673979413263,0.0125037541507571
"Kenya","Male","85-89",85,0.71771954,0.0208602537047508,0.0084857679661568,0.0115641734212078,0.00632594261792807,0.000177015272653678,0.0206832384320971
"Mexico","Female","10-14",10,0.00138571,2.31109160048204e-05,0.0574417302504067,0.0638706004657425,0.0526370223620977,1.3275310029887e-06,2.17833850018317e-05
"Mexico","Female","15-19",15,0.00231274,3.85895639661848e-05,0.103685988556747,0.111730424318051,0.0969466529002729,4.00119708780768e-06,3.45883668783772e-05
"Mexico","Female","20-24",20,0.00300421,5.01442710210132e-05,0.0658408982270106,0.0705186163767301,0.0610069670567413,3.30154384496216e-06,4.6842727176051e-05
"Mexico","Female","25-29",25,0.00350211,5.84692363153616e-05,0.0454367247989166,0.0490589284045744,0.0420031857249444,2.65665059966391e-06,5.58125857156977e-05
"Mexico","Female","30-34",30,0.00437854,7.31332236304505e-05,0.0315060122983313,0.0339121228982397,0.0292786990331276,2.30413624311759e-06,7.08290873873329e-05
"Mexico","Female","35-39",35,0.00612307,0.000102359642032201,0.0219940731944676,0.0235893939120101,0.0204585541720464,2.25130545901574e-06,0.000100108336573186
"Mexico","Female","40-44",40,0.00920307,0.00015408279266016,0.0132670169567386,0.0142466809197286,0.0124025652325339,2.04421902296398e-06,0.000152038573637196
"Mexico","Female","45-49",45,0.0142699,0.000239516213119684,0.00794896014329133,0.00852330603743721,0.00741602999669329,1.90390483176044e-06,0.000237612308287923
"Mexico","Female","50-54",50,0.02234529,0.000376574553770936,0.00417502638641091,0.00445048944935819,0.00391169662331617,1.57220869844458e-06,0.000375002345072492
"Mexico","Female","55-59",55,0.03502008,0.000593956640373983,0.00253169429396092,0.00271956707397209,0.00234718035347314,1.50371663729501e-06,0.000592452923736688
"Mexico","Female","60-64",60,0.0546977,0.000937069150626413,0.00148702806395296,0.00159302168274104,0.0013774454888057,1.39344812484604e-06,0.000935675702501567
"Mexico","Female","65-69",65,0.08486604,0.00147698851144806,0.00100538229966104,0.00108222520521133,0.000929516414628505,1.48493810621259e-06,0.00147550357334185
"Mexico","Female","70-74",70,0.1302888,0.00232386357959835,0.000665390861993158,0.000723522095941438,0.000610085746685864,1.54627759038345e-06,0.00232231730200797
"Mexico","Female","75-79",75,0.19681254,0.00364612240588924,0.000370727204716174,0.000402647809381109,0.000334908003848453,1.35171676758833e-06,0.00364477068912165
"Mexico","Female","80-84",80,0.29021539,0.00569693923169323,0.000265260850715925,0.000291920050700368,0.000229120476110136,1.51117494707587e-06,0.00569542805674616
"Mexico","Female","85-89",85,0.41523936,0.00890267900087571,0.00020893944808329,0.000231930741838446,0.000170696842260988,1.86012083690567e-06,0.00890081888003881
"Mexico","Male","10-14",10,0.00222172,3.70691742791474e-05,0.0547496112734106,0.0602270840402171,0.0495131006277908,2.02952288200963e-06,3.50396513971377e-05
"Mexico","Male","15-19",15,0.00531289,8.87802852762576e-05,0.095118113496147,0.101767288134902,0.089000300824876,8.44461325112738e-06,8.03356720251302e-05
"Mexico","Male","20-24",20,0.00944179,0.000158098272342144,0.0898914256496932,0.0960498366233262,0.0842416088667088,1.42116790935888e-05,0.000143886593248555
"Mexico","Male","25-29",25,0.01226928,0.000205731650844587,0.0730825598193998,0.0781094280196641,0.0664325427831767,1.50353956795934e-05,0.000190696255164994
"Mexico","Male","30-34",30,0.01398643,0.000234725144353742,0.0605113569552,0.0643831974822361,0.0556870937736327,1.42035369963502e-05,0.000220521607357392
"Mexico","Male","35-39",35,0.01619243,0.000272045655486663,0.0477128920798901,0.0509334276445264,0.0444840062014179,1.29800850010381e-05,0.000259065570485625
"Mexico","Male","40-44",40,0.02036329,0.000342832554932948,0.0339467906341109,0.0359916109648005,0.0316744767409217,1.16380649648661e-05,0.000331194489968082
"Mexico","Male","45-49",45,0.02767392,0.000467624921522747,0.0239287040190885,0.0252970269830198,0.0226024148119612,1.11896583390673e-05,0.00045643526318368
"Mexico","Male","50-54",50,0.03935422,0.000668935049340735,0.015423022012629,0.0162996274702299,0.0146045769665689,1.03169999910012e-05,0.000658618049349734
"Mexico","Male","55-59",55,0.05703605,0.000978308246410098,0.0102534553541662,0.0108762014632307,0.00969582487798987,1.00310399271786e-05,0.000968277206482919
"Mexico","Male","60-64",60,0.08298867,0.00144288223128042,0.00712347674216784,0.00751735952028559,0.00674325776698897,1.02783380162133e-05,0.0014326038932642
"Mexico","Male","65-69",65,0.12023379,0.00213270716241998,0.00527811395573671,0.00557852178062602,0.00499625569772072,1.12566714374685e-05,0.00212145049098251
"Mexico","Male","70-74",70,0.17246022,0.00314999665690974,0.0037258173765094,0.00398776553699894,0.00349585609080069,1.17363122802608e-05,0.00313826034462948
"Mexico","Male","75-79",75,0.24354224,0.00464100681399782,0.00272776623794204,0.0029459329800781,0.00251796022217978,1.26595816972822e-05,0.00462834723230053
"Mexico","Male","80-84",80,0.33632271,0.00680936476904315,0.00202979230294064,0.00222559901832263,0.00178741956546871,1.3821596196119e-05,0.00679554317284703
"Mexico","Male","85-89",85,0.45389194,0.0100316507761445,0.00164394916833931,0.00181352216406375,0.00139039452738807,1.64915239505132e-05,0.010015159252194
"Morocco","Female","10-14",10,0.0010994,1.83332450021112e-05,0.0262006582352665,0.0456717422330659,0.0136647586354082,4.80343086643723e-07,1.78529019154675e-05
"Morocco","Female","15-19",15,0.00199816,3.33354274455466e-05,0.0952897171698807,0.14892322768929,0.0533568787920788,3.17652345302322e-06,3.01589039925234e-05
"Morocco","Female","20-24",20,0.00289596,4.83348552585694e-05,0.108061551839088,0.165166143383223,0.0651068073519969,5.22313946715872e-06,4.31117157914107e-05
"Morocco","Female","25-29",25,0.00319497,5.33333246277579e-05,0.0910915080648654,0.136652716655203,0.055388731473799,4.85821297045549e-06,4.84751116573024e-05
"Morocco","Female","30-34",30,0.00354393,5.91686594001439e-05,0.0666129130245509,0.106081318449191,0.0383468887540789,3.94139676240106e-06,5.52272626377429e-05
"Morocco","Female","35-39",35,0.00488859,8.16729686223816e-05,0.0489182041661155,0.0811881216677328,0.0269371373100557,3.99529495392241e-06,7.76776736684592e-05
"Morocco","Female","40-44",40,0.0062812,0.000105011314807224,0.0334404461478066,0.0641687892544578,0.0182324267497744,3.51162521772134e-06,0.000101499689589503
"Morocco","Female","45-49",45,0.0090117,0.000150864468447254,0.0170023102614373,0.0334850445422796,0.00862081294216748,2.56504449996703e-06,0.000148299423947287
"Morocco","Female","50-54",50,0.01321781,0.000221741123910935,0.00939054159612384,0.0199061379722535,0.00447734813841314,2.08226924765688e-06,0.000219658854663278
"Morocco","Female","55-59",55,0.02006237,0.000337715497944924,0.00558609154380766,0.0126428265304245,0.00262163042450834,1.88650968728293e-06,0.000335828988257641
"Morocco","Female","60-64",60,0.03406165,0.000577421006322187,0.00365406018630462,0.00839006683502541,0.00166036175948893,2.10993110993785e-06,0.00057531107521225
"Morocco","Female","65-69",65,0.05955394,0.00102282629552375,0.0024489620854656,0.00542695827148012,0.00116783396319102,2.50486281775489e-06,0.00102032143270599
"Morocco","Female","70-74",70,0.11811511,0.00209270293242758,0.00144828266320588,0.00298746585361258,0.000744711953217574,3.03082537627498e-06,0.00208967210705131
"Morocco","Female","75-79",75,0.20153507,0.00374404405895523,0.000775302451425798,0.00153170321158373,0.000405842921194738,2.90276653715419e-06,0.00374114129241808
"Morocco","Female","80-84",80,0.42129772,0.00907469300755559,0.000587053783328859,0.00110833605533113,0.000282308784284911,5.32733286263345e-06,0.00906936567469296
"Morocco","Female","85-89",85,0.66951012,0.0182837734024195,0.000573425175210551,0.00109398654093692,0.000274323653039056,1.04843759667924e-05,0.0182732890264527
"Morocco","Male","10-14",10,0.00144895,2.41663870407249e-05,0.0166862794318861,0.0293234702742873,0.00847220171848394,4.03247087020648e-07,2.37631399537043e-05
"Morocco","Male","15-19",15,0.00214784,3.58351898456233e-05,0.081525445600418,0.131476615866907,0.0456290562459073,2.92147982034001e-06,3.29137100252833e-05
"Morocco","Male","20-24",20,0.00314524,5.25018994490534e-05,0.103691856896843,0.159469524641486,0.0619928144993735,5.44401944448368e-06,4.70578800045697e-05
"Morocco","Male","25-29",25,0.00349399,5.8333435848823e-05,0.110525839256551,0.17328757825743,0.0654445337964371,6.44735195390933e-06,5.18860838949137e-05
"Morocco","Male","30-34",30,0.00389265,6.5001988629354e-05,0.0977622051813583,0.162372278662369,0.0544646870707367,6.35473774957923e-06,5.86472508797748e-05
"Morocco","Male","35-39",35,0.00513742,8.58406807187073e-05,0.0858128742634018,0.14320646668142,0.0425716964287608,7.36623554119925e-06,7.84744451775081e-05
"Morocco","Male","40-44",40,0.00707626,0.000118349920581018,0.0664836757124419,0.112231122458536,0.03039834738199,7.86833774050165e-06,0.000110481582840516
"Morocco","Male","45-49",45,0.01005259,0.000168376797645697,0.0406495555892721,0.0716996959732569,0.0179050541937283,6.84444199584239e-06,0.000161532355649855
"Morocco","Male","50-54",50,0.01588235,0.000266794838406414,0.0249798120113433,0.042539711821612,0.0101499469979106,6.66448490898895e-06,0.000260130353497426
"Morocco","Male","55-59",55,0.02505847,0.000422873547321845,0.0147776047275287,0.024986876417421,0.00646933321749756,6.24905813205014e-06,0.000416624489189795
"Morocco","Male","60-64",60,0.04419379,0.00075305124255165,0.00924840300036975,0.0156601564672997,0.00381718510742429,6.96452137104685e-06,0.000746086721180603
"Morocco","Male","65-69",65,0.07940188,0.00137791130305775,0.00579350955341976,0.00990232631951179,0.00237403074795579,7.98294229803017e-06,0.00136992836075972
"Morocco","Male","70-74",70,0.16020707,0.00290576888143623,0.00393801443998715,0.0067594046474977,0.0016915708663911,1.14429598143612e-05,0.00289432592162187
"Morocco","Male","75-79",75,0.27609066,0.00537034644318368,0.00249039600686367,0.00420358770882386,0.00107491851943515,1.33742893375792e-05,0.0053569721538461
"Morocco","Male","80-84",80,0.51611595,0.0120256068666446,0.00207321148747112,0.0036231464172327,0.000835914166984818,2.49316262997391e-05,0.0120006752403448
"Morocco","Male","85-89",85,0.74309155,0.0223959926357472,0.00171476914239651,0.00284910826313253,0.000696441090652353,3.84039570851188e-05,0.0223575886786621
"Mozambique","Female","10-14",10,0.00469918,7.85011829251836e-05,0.00618702725612523,0.0110662662345073,0.00305358428448964,4.85688958396184e-07,7.80154939667874e-05
"Mozambique","Female","15-19",15,0.00734727,0.000122899016109734,0.0105009121049584,0.0193537174388899,0.00476994944491541,1.29055176595419e-06,0.00012160846434378
"Mozambique","Female","20-24",20,0.01278914,0.000214504075396138,0.00817515852641484,0.0148983363931889,0.00401816202903702,1.75360482092547e-06,0.000212750470575213
"Mozambique","Female","25-29",25,0.02023013,0.000340568017278997,0.00581026565140579,0.0106652105482408,0.00268675114711476,1.97879065276353e-06,0.000338589226626234
"Mozambique","Female","30-34",30,0.02647367,0.000447073496132711,0.00427210965957173,0.00734948671879258,0.00221724631015574,1.90994700136706e-06,0.000445163549131343
"Mozambique","Female","35-39",35,0.03430375,0.000581596394051753,0.00518579472588852,0.00885069720043191,0.00273844649193227,3.01603951286937e-06,0.000578580354538884
"Mozambique","Female","40-44",40,0.03985238,0.000677574267950676,0.00494849159710189,0.00813619165005704,0.00276287577900101,3.35297057136638e-06,0.000674221297379309
"Mozambique","Female","45-49",45,0.04586411,0.000782180192961612,0.00602768645554209,0.00996349215392171,0.00350323373025831,4.71473695490801e-06,0.000777465456006704
"Mozambique","Female","50-54",50,0.05623461,0.000964162750565545,0.007145434696519,0.0111982624593107,0.0042316556148353,6.88936197098224e-06,0.000957273388594563
"Mozambique","Female","55-59",55,0.06920904,0.00119462852381569,0.00695271274475361,0.0106745060249859,0.00422577375282269,8.30590896277953e-06,0.00118632261485291
"Mozambique","Female","60-64",60,0.09528507,0.00166753111208928,0.00669032660661045,0.00974986007151823,0.00432109650662631,1.11563277665616e-05,0.00165637478432272
"Mozambique","Female","65-69",65,0.14182339,0.00254584318915396,0.0058812974273159,0.00869839539738415,0.00370834296568977,1.49728609987209e-05,0.00253087032815524
"Mozambique","Female","70-74",70,0.21857829,0.00410223464121717,0.00478143035070105,0.00693912033795144,0.00322028845875134,1.9614549219213e-05,0.00408262009199796
"Mozambique","Female","75-79",75,0.33447287,0.00676328990053721,0.00406084028435916,0.00615355921041191,0.00254378733895183,2.74646400829009e-05,0.0067358252604543
"Mozambique","Female","80-84",80,0.51435015,0.0119656254649471,0.00293102851262915,0.00457779390207759,0.00184589278103819,3.50715894092013e-05,0.0119305538755379
"Mozambique","Female","85-89",85,0.72486783,0.0212787385811469,0.00227987359326389,0.00362072757046799,0.0013981819989322,4.85128341891224e-05,0.0212302257469578
"Mozambique","Male","10-14",10,0.00625236,0.000104527667589061,0.018688413716013,0.0342152057089307,0.00909121670367041,1.95345629667425e-06,0.000102574211292386
"Mozambique","Male","15-19",15,0.00993327,0.000166368393987759,0.0285796678843164,0.0457585395363016,0.0161986704755699,4.75475344661726e-06,0.000161613640541142
"Mozambique","Male","20-24",20,0.01590186,0.000267125167897508,0.0407442817547307,0.0613272723859844,0.023058314596718,1.08838231045958e-05,0.000256241344792913
"Mozambique","Male","25-29",25,0.02372849,0.000400162326695708,0.0318113653685805,0.0524313008385122,0.017774782730317,1.27297099812584e-05,0.000387432616714449
"Mozambique","Male","30-34",30,0.03441089,0.000583444517087472,0.0218261747708003,0.035662293922432,0.011665621464283,1.27343619990163e-05,0.000570710155088456
"Mozambique","Male","35-39",35,0.05057231,0.000864557846006697,0.0195392150523369,0.0313866186384249,0.0113540057416815,1.689278167831e-05,0.000847665064328387
"Mozambique","Male","40-44",40,0.06268132,0.00107828403091892,0.0181503442737959,0.0268696447278593,0.0110785314964761,1.95712263861148e-05,0.0010587128045328
"Mozambique","Male","45-49",45,0.07636978,0.00132318185931901,0.0195385637286085,0.0286304252418061,0.0121244705354672,2.58530730828432e-05,0.00129732878623617
"Mozambique","Male","50-54",50,0.09401597,0.00164420680893151,0.0213486496662491,0.0321596333801933,0.0133796406786887,3.51015951427403e-05,0.00160910521378877
"Mozambique","Male","55-59",55,0.11640493,0.00206048073739673,0.0198097637097026,0.0283073482864398,0.0129188682631212,4.08176365362231e-05,0.00201966310086051
"Mozambique","Male","60-64",60,0.15514077,0.00280581062184604,0.0158865451015068,0.0237851013276508,0.0106830277458789,4.4574636990244e-05,0.00276123598485579
"Mozambique","Male","65-69",65,0.21397775,0.00400479564899414,0.0140445881409294,0.0207503427779018,0.00906781636279056,5.62457054787089e-05,0.00394854994351543
"Mozambique","Male","70-74",70,0.30245027,0.00598504235443564,0.0140432891491526,0.0205401034073918,0.00886938123465405,8.40496803532651e-05,0.00590099267408238
"Mozambique","Male","75-79",75,0.4260411,0.00921061151021629,0.0138630467923023,0.01999344369091,0.00881971905746281,0.000127687138351847,0.00908292437186445
"Mozambique","Male","80-84",80,0.59649119,0.0150121267356903,0.0125292131609054,0.018449470369289,0.00792998983161095,0.000188090135869991,0.0148240365998203
"Mozambique","Male","85-89",85,0.77508444,0.0245605295385531,0.00943164812082466,0.0133142908387268,0.00612986361500838,0.000231646272268753,0.0243288832662844
"Nigeria","Female","10-14",10,0.01547926,0.000259971444793061,0.00706451432546737,0.00998685296022583,0.00391161146922063,1.83657199595303e-06,0.000258134872797108
"Nigeria","Female","15-19",15,0.02407276,0.000406038286272503,0.0123054254112231,0.017466407816177,0.0075409178078463,4.99647384582713e-06,0.000401041812426676
"Nigeria","Female","20-24",20,0.03087768,0.000522604092018875,0.0110308448498746,0.015326127314495,0.00687665875496743,5.76476465696981e-06,0.000516839327361905
"Nigeria","Female","25-29",25,0.0340632,0.000577447735188419,0.00907130078757266,0.0131514143736334,0.00526962637315452,5.23820209499675e-06,0.000572209533093422
"Nigeria","Female","30-34",30,0.03531738,0.000599089189890267,0.00663743902182355,0.00958934319367315,0.00382821241139614,3.97641796653032e-06,0.000595112771923737
"Nigeria","Female","35-39",35,0.03806509,0.000646599060141861,0.00674018422173224,0.00978384758096166,0.00376801189707867,4.35819678295507e-06,0.000642240863358906
"Nigeria","Female","40-44",40,0.04032551,0.000685783491857106,0.0056173002305987,0.00805853544867982,0.00306840817269602,3.8522517669497e-06,0.000681931240090156
"Nigeria","Female","45-49",45,0.04446476,0.000757773324133848,0.0063230654048978,0.00904441054233674,0.00343068582665848,4.79145029058514e-06,0.000752981873843263
"Nigeria","Female","50-54",50,0.05926852,0.00101777398507708,0.00691679518693009,0.00980221509090553,0.00364339807122178,7.03973420136376e-06,0.00101073425087571
"Nigeria","Female","55-59",55,0.08172085,0.00141988849675312,0.00679005868891342,0.00967290602925861,0.00348110175639978,9.64112622466673e-06,0.00141024737052845
"Nigeria","Female","60-64",60,0.1322198,0.0023608225678744,0.00570067593436304,0.00821574620252993,0.00279541316975261,1.34582843979827e-05,0.00234736428347642
"Nigeria","Female","65-69",65,0.20440229,0.00380377409256683,0.00516637088998024,0.00737569391487876,0.00251442116881572,1.96517077438983e-05,0.00378412238482293
"Nigeria","Female","70-74",70,0.32222084,0.00646126512059519,0.00405108171728743,0.00586839807850357,0.00198814613274574,2.61751130005901e-05,0.0064350900075946
"Nigeria","Female","75-79",75,0.47783,0.010770941386762,0.00328331618040598,0.00459175721831691,0.00172991590363179,3.53644061333602e-05,0.0107355769806287
"Nigeria","Female","80-84",80,0.65878,0.0177608475132767,0.00248671892043144,0.00346689632461605,0.00132551295095498,4.41662355541628e-05,0.0177166812777225
"Nigeria","Female","85-89",85,0.80603,0.0269639977385404,0.00198851622524646,0.00286004441293461,0.00104724062764459,5.36183470005966e-05,0.0269103793915398
"Nigeria","Male","10-14",10,0.01666006,0.000279967463374775,0.015872383834474,0.0253651053141848,0.00962137505757,4.44375103984848e-06,0.000275523712334927
"Nigeria","Male","15-19",15,0.02650977,0.000447691259231497,0.0242335202232467,0.0361367855311174,0.015532950052585,1.08491351843573e-05,0.00043684212404714
"Nigeria","Male","20-24",20,0.03019285,0.000510836839807904,0.0337929880413015,0.0499917246336746,0.0223217452361451,1.72627032186848e-05,0.00049357413658922
"Nigeria","Male","25-29",25,0.03309759,0.000560804506901991,0.0351588741885447,0.0537011553936891,0.0221594749482224,1.97172551025359e-05,0.000541087251799455
"Nigeria","Male","30-34",30,0.03503058,0.000594137884552981,0.027787686492118,0.0425497383785153,0.0171977267216208,1.65097172690484e-05,0.000577628167283933
"Nigeria","Male","35-39",35,0.03894245,0.000661797353283422,0.0225763248637512,0.0339659974610452,0.0146750584292141,1.49409520416972e-05,0.000646856401241725
"Nigeria","Male","40-44",40,0.04709231,0.000803630958182144,0.0177905744863686,0.027505507243806,0.0117373575544549,1.42970564210912e-05,0.000789333901761053
"Nigeria","Male","45-49",45,0.05678821,0.000973932583448467,0.0170805922812137,0.0262433114730794,0.0113872426272892,1.66353453672724e-05,0.000957297238081194
"Nigeria","Male","50-54",50,0.0746163,0.00129161209463835,0.0157017931387166,0.0237379131781979,0.010441244452151,2.02806259254758e-05,0.00127133146871287
"Nigeria","Male","55-59",55,0.10174841,0.00178681978139983,0.0124758059106075,0.0198221390458472,0.00811472078396486,2.22920167899783e-05,0.00176452776460985
"Nigeria","Male","60-64",60,0.15022774,0.00270943774349708,0.0104918021325502,0.0167852062920905,0.00681409422136845,2.84268846952346e-05,0.00268101085880184
"Nigeria","Male","65-69",65,0.22040267,0.0041410311229988,0.00986104733300615,0.0159995901588173,0.00635254939034875,4.08349039113427e-05,0.00410019621908745
"Nigeria","Male","70-74",70,0.33551522,0.00678923671013754,0.00863364631668019,0.0138376291639722,0.00581787082034649,5.86158685155489e-05,0.00673062084162199
"Nigeria","Male","75-79",75,0.49214745,0.0112292118964991,0.00838649202978266,0.0127387939727475,0.0058659797633825,9.417369607073e-05,0.0111350382004283
"Nigeria","Male","80-84",80,0.66839623,0.0182287179692022,0.00797635100920092,0.0120490731263519,0.00561822220449277,0.000145398652970085,0.0180833193162321
"Nigeria","Male","85-89",85,0.82053778,0.0282238921563505,0.00680870757588062,0.0102795296758914,0.00482661507292668,0.000192168228345781,0.0280317239280047
"Pakistan","Female","10-14",10,0.00313984,5.24116204648761e-05,0.010542872365098,0.0162553958746256,0.00695240453350757,5.52569025009149e-07,5.1859051439867e-05
"Pakistan","Female","15-19",15,0.00407608,6.80711806725354e-05,0.053562134775424,0.075298183394313,0.037521749308386,3.64603775350458e-06,6.44251429190308e-05
"Pakistan","Female","20-24",20,0.00599473,0.000100207821006726,0.0432914370254384,0.0594308744189972,0.0304932644294353,4.33814057256907e-06,9.58696804341568e-05
"Pakistan","Female","25-29",25,0.00547843,9.15540025467898e-05,0.0358642032675031,0.0487267177007587,0.0261640103247271,3.28351135729157e-06,8.82704911894982e-05
"Pakistan","Female","30-34",30,0.00693751,0.000116021375723085,0.0247969018175075,0.0326837401929189,0.0185501673854306,2.8769706625375e-06,0.000113144405060548
"Pakistan","Female","35-39",35,0.0093677,0.000156851911760292,0.0205022953726552,0.0270863186618826,0.0156011033937862,3.21582422467515e-06,0.000153636087535617
"Pakistan","Female","40-44",40,0.0134298,0.000225321201068329,0.0140669420610438,0.0186650969436917,0.0104797806335237,3.16958028055299e-06,0.000222151620787776
"Pakistan","Female","45-49",45,0.02022855,0.000340541149393969,0.00941529708615498,0.0131058545276066,0.00689406990820413,3.20629609160491e-06,0.000337334853302364
"Pakistan","Female","50-54",50,0.03158349,0.000534740397420186,0.00476244388753588,0.00665451814496432,0.00336714398141302,2.54667113711227e-06,0.000532193726283074
"Pakistan","Female","55-59",55,0.04991282,0.000852994829181219,0.00264720447213538,0.00391096602514021,0.00186682725440232,2.25805172651688e-06,0.000850736777454703
"Pakistan","Female","60-64",60,0.08384243,0.0014583840138146,0.00181083019287754,0.00272588403095733,0.00126430966160798,2.6408858050254e-06,0.00145574312800957
"Pakistan","Female","65-69",65,0.13253679,0.0023668974251867,0.00131028427795831,0.00201142124761198,0.000892866600846359,3.10130848376213e-06,0.00236379611670294
"Pakistan","Female","70-74",70,0.20253644,0.00376488063426073,0.000900764163108618,0.00134514416181067,0.000629512304074659,3.39126955372371e-06,0.003761489364707
"Pakistan","Female","75-79",75,0.31181846,0.00620902069393781,0.000714600092177525,0.0010801945482366,0.000483422118979801,4.43696676022012e-06,0.00620458372717759
"Pakistan","Female","80-84",80,0.47371394,0.0106414807553324,0.000497285381240796,0.000747878379444096,0.000312736083819751,5.29185281438208e-06,0.0106361889025181
"Pakistan","Female","85-89",85,0.68004339,0.0188136040844722,0.0003669174864841,0.000543920911961518,0.000232625023600629,6.90304032238153e-06,0.0188067010441498
"Pakistan","Male","10-14",10,0.00368121,6.14648164271037e-05,0.0349471584756661,0.0604873628007598,0.0178536561982248,2.14802068035572e-06,5.93167957467479e-05
"Pakistan","Male","15-19",15,0.00490571,8.1959682692645e-05,0.107994419523503,0.169347801454075,0.0559937112589616,8.85118835672268e-06,7.31084943359223e-05
"Pakistan","Male","20-24",20,0.00607971,0.000101632613188074,0.131534059329549,0.215880993732126,0.0608228467746334,1.33681501728972e-05,8.82644630151768e-05
"Pakistan","Male","25-29",25,0.00793607,0.000132786653226358,0.118813982246194,0.191428509118571,0.0566426345387919,1.57769110589681e-05,0.00011700974216739
"Pakistan","Male","30-34",30,0.00993001,0.000166313524750716,0.0849477413782013,0.139092879959091,0.0392779899697934,1.41279582882209e-05,0.000152185566462495
"Pakistan","Male","35-39",35,0.01313961,0.000220420676931288,0.0545639038234029,0.0976687083134388,0.0245744696973893,1.20270126167681e-05,0.00020839366431452
"Pakistan","Male","40-44",40,0.01830714,0.00030789907947637,0.0343516765592594,0.0641557391650026,0.0158503795173891,1.0576849591066e-05,0.000297322229885304
"Pakistan","Male","45-49",45,0.026595,0.000449149851350472,0.021116787786951,0.0403572593289791,0.00952418367190366,9.4846020955085e-06,0.000439665249254964
"Pakistan","Male","50-54",50,0.03982431,0.000677087353634809,0.0123440983243392,0.0241578743164224,0.00548226870778338,8.35803286743469e-06,0.000668729320767374
